id,text_static,prob_hateful_static,predicted_label_static,confidence_static,dominant_modality_static,alpha_mean_static,text_dynamic,prob_hateful_dynamic,predicted_label_dynamic,confidence_dynamic,dominant_modality_dynamic,alpha_mean_dynamic,label_changed,prob_delta,conf_delta
23018,we need some. cause sandwiches don't make themselves up here,0.0537,0,0.9463,image,0.5041,we need some. cause sandwiches don't make themselves up here,0.2187,0,0.7813,image,0.9494,False,0.165,-0.16500000000000004
23047,i like to play outside,0.002,0,0.998,image,0.5041,i like to play outside,0.0044,0,0.9956,image,0.9498,False,0.0024000000000000002,-0.0023999999999999577
23075,when your teacher roasts you and your homie but he doesn't know about the bomb that's going off in 2 mins,0.0654,0,0.9346,image,0.5041,when your teacher roasts you and your homie but he doesn't know about the bomb that's going off in 2 mins,0.2171,0,0.7829,image,0.7302,False,0.1517,-0.15169999999999995
23175,all men are pigs women are equal to men,0.9722,1,0.9722,image,0.5041,all men are pigs women are equal to men,0.9759,1,0.9759,image,0.6904,False,0.0037000000000000366,0.0037000000000000366
23197,"""beats by dre beats by tyrone",0.0128,0,0.9872,image,0.5041,"""beats by dre beats by tyrone",0.0335,0,0.9665,image,0.9061,False,0.020700000000000003,-0.02069999999999994
23419,islamic prayers answered,0.9218,1,0.9218,image,0.5041,islamic prayers answered,0.3875,0,0.6125,image,0.859,True,-0.5343,-0.3092999999999999
23619,party tonight?   i'm down,0.0033,0,0.9967,image,0.5041,party tonight?   i'm down,0.0028,0,0.9972,image,0.9523,False,-0.0005,0.0004999999999999449
23694,"""we will take over politically, oust the constitution, establish sharia law, and behead all non- muslims, right in the streets of america""",0.583,1,0.583,image,0.5041,"""we will take over politically, oust the constitution, establish sharia law, and behead all non- muslims, right in the streets of america""",0.3995,0,0.6005,image,0.8796,True,-0.18349999999999994,0.01750000000000007
23751,porn casting or terrorist recruitment? -yes i can blow,0.107,0,0.893,image,0.5041,porn casting or terrorist recruitment? -yes i can blow,0.3695,0,0.6305,text,0.4601,False,0.2625,-0.26250000000000007
23817,sea monkeys,0.0134,0,0.9866,image,0.5041,sea monkeys,0.0185,0,0.9815,image,0.8271,False,0.005099999999999999,-0.005099999999999993
23897,all was well in new york until the fire nation attacked,0.0016,0,0.9984,image,0.5041,all was well in new york until the fire nation attacked,0.0058,0,0.9942,image,0.7551,False,0.0042,-0.0041999999999999815
24019,lawn darts muslim style,0.894,1,0.894,image,0.5041,lawn darts muslim style,0.2272,0,0.7728,image,0.8984,True,-0.6668000000000001,-0.12119999999999997
24351,this story touched my heart twins separated at birth find eachother after 50 yrs,0.2343,0,0.7657,image,0.5041,this story touched my heart twins separated at birth find eachother after 50 yrs,0.0591,0,0.9409,image,0.7046,False,-0.17520000000000002,0.1751999999999999
24658,"silly f@ggots, dicks are for chicks get trump's out of your mouth",0.2737,0,0.7263,image,0.5041,"silly f@ggots, dicks are for chicks get trump's out of your mouth",0.7507,1,0.7507,image,0.8213,True,0.47700000000000004,0.02440000000000009
24689,old barack obama,0.0242,0,0.9758,image,0.5041,old barack obama,0.0244,0,0.9756,image,0.9276,False,0.00020000000000000226,-0.00019999999999997797
24756,met a jewish girl and she asked me for my number i told her we use names here,0.995,1,0.995,image,0.5041,met a jewish girl and she asked me for my number i told her we use names here,0.991,1,0.991,image,0.5017,False,-0.0040000000000000036,-0.0040000000000000036
24815,the day that shook new york city,0.0035,0,0.9965,image,0.5041,the day that shook new york city,0.0044,0,0.9956,image,0.8251,False,0.0009000000000000002,-0.0009000000000000119
24836,surrender my guns to a government that doesn't think twice about slaughtering a helpless baby.. you've absolutely lost your damn mind!,0.0101,0,0.9899,image,0.5041,surrender my guns to a government that doesn't think twice about slaughtering a helpless baby.. you've absolutely lost your damn mind!,0.1402,0,0.8598,image,0.9332,False,0.1301,-0.1301
24973,in england they drive on the left in canada we drive on what's left,0.0049,0,0.9951,image,0.5041,in england they drive on the left in canada we drive on what's left,0.0102,0,0.9898,image,0.9465,False,0.005300000000000001,-0.005299999999999971
25193,you wanna get rid of flags and statues that remind you of the history of slavery? black people were around during slavery you wanna get rid of them too?,0.0158,0,0.9842,image,0.5041,you wanna get rid of flags and statues that remind you of the history of slavery? black people were around during slavery you wanna get rid of them too?,0.9647,1,0.9647,image,0.9459,True,0.9489,-0.019499999999999962
25463,what would you do if i got pregnant,0.0085,0,0.9915,image,0.5041,what would you do if i got pregnant,0.022,0,0.978,image,0.8881,False,0.013499999999999998,-0.013500000000000068
25749,funny santa,0.0467,0,0.9533,image,0.5041,funny santa,0.0163,0,0.9837,image,0.8761,False,-0.0304,0.030399999999999983
25874,picture of conservatives rioting in the streets after the 9th circuit court of appeals ruling,0.0045,0,0.9955,image,0.5041,picture of conservatives rioting in the streets after the 9th circuit court of appeals ruling,0.0096,0,0.9904,image,0.9557,False,0.0050999999999999995,-0.0051000000000001044
25893,the evolution of man,0.0031,0,0.9969,image,0.5041,the evolution of man,0.0041,0,0.9959,image,0.9138,False,0.0010000000000000005,-0.0010000000000000009
25908,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892",0.0219,0,0.9781,image,0.5041,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892",0.0265,0,0.9735,image,0.8336,False,0.0046,-0.0045999999999999375
26091,no to transphobes give trans people peace,0.2082,0,0.7918,image,0.5041,no to transphobes give trans people peace,0.0893,0,0.9107,image,0.9345,False,-0.11889999999999999,0.1189
26197,"instead of saying ""fuck the ss"" how about you stop breaking the law?",0.5309,1,0.5309,image,0.5041,"instead of saying ""fuck the ss"" how about you stop breaking the law?",0.8917,1,0.8917,image,0.8374,False,0.3608,0.3608
26347,indians evolution after 15august1947,0.9801,1,0.9801,image,0.5041,indians evolution after 15august1947,0.9494,1,0.9494,image,0.5883,False,-0.03069999999999995,-0.03069999999999995
26358,charcoal mask. looks cool. tastes weird,0.0013,0,0.9987,image,0.5041,charcoal mask. looks cool. tastes weird,0.0021,0,0.9979,image,0.9403,False,0.0007999999999999999,-0.0008000000000000229
26391,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich""",0.7535,1,0.7535,image,0.5041,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich""",0.7528,1,0.7528,image,0.9065,False,-0.0006999999999999229,-0.0006999999999999229
26531,"millions of kills, 1 death what a fucking camper",0.6838,1,0.6838,image,0.5041,"millions of kills, 1 death what a fucking camper",0.351,0,0.649,image,0.7786,True,-0.3328,-0.03479999999999994
26537,i love to run,0.0017,0,0.9983,image,0.5041,i love to run,0.0021,0,0.9979,image,0.9158,False,0.00039999999999999996,-0.00039999999999995595
26549,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population being opressed time,0.9895,1,0.9895,image,0.5041,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population being opressed time,0.9939,1,0.9939,image,0.7457,False,0.0043999999999999595,0.0043999999999999595
26573,man: i'd like her the way she is,0.005,0,0.995,image,0.5041,man: i'd like her the way she is,0.0143,0,0.9857,image,0.8714,False,0.0093,-0.009299999999999975
26738,blacks are musical they always love a good beat,0.2437,0,0.7563,image,0.5041,blacks are musical they always love a good beat,0.3945,0,0.6055,image,0.9492,False,0.15080000000000002,-0.15079999999999993
26781,vacation on a train it is long but it is beautiful try it,0.0022,0,0.9978,image,0.5041,vacation on a train it is long but it is beautiful try it,0.0038,0,0.9962,image,0.9496,False,0.0015999999999999999,-0.0016000000000000458
26891,today we're making vegetable soup! the most disturbing thing i've seen all day.,0.9727,1,0.9727,image,0.5041,today we're making vegetable soup! the most disturbing thing i've seen all day.,0.9609,1,0.9609,image,0.7114,False,-0.011800000000000033,-0.011800000000000033
26910,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data""",0.0044,0,0.9956,image,0.5041,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data""",0.0196,0,0.9804,image,0.704,False,0.015199999999999998,-0.015199999999999991
26914,new implant allows muslims to speak directly with allah apply to forehead,0.9864,1,0.9864,image,0.5041,new implant allows muslims to speak directly with allah apply to forehead,0.9917,1,0.9917,image,0.7962,False,0.005299999999999971,0.005299999999999971
27105,german fireworks,0.0162,0,0.9838,image,0.5041,german fireworks,0.0334,0,0.9666,image,0.908,False,0.0172,-0.017199999999999993
27180,inbred you are cat piss you smell like,0.0053,0,0.9947,image,0.5041,inbred you are cat piss you smell like,0.0303,0,0.9697,image,0.9024,False,0.025,-0.025000000000000022
27309,"what is up with black people they're not black, or people",0.7212,1,0.7212,image,0.5041,"what is up with black people they're not black, or people",0.9769,1,0.9769,image,0.9339,False,0.25570000000000004,0.25570000000000004
27408,she's chilling with her new purchases,0.0163,0,0.9837,image,0.5041,she's chilling with her new purchases,0.0698,0,0.9302,image,0.8781,False,0.053500000000000006,-0.05349999999999999
27410,party tonight? i'm down,0.0258,0,0.9742,image,0.5041,party tonight? i'm down,0.0107,0,0.9893,image,0.8514,False,-0.0151,0.015100000000000002
27496,"personal stylist $15,000 / week makeup artist $4,000 / month makeup artist $4,000 / month i can't tell the difference",0.0403,0,0.9597,image,0.5041,"personal stylist $15,000 / week makeup artist $4,000 / month makeup artist $4,000 / month i can't tell the difference",0.023,0,0.977,image,0.7132,False,-0.017300000000000003,0.017299999999999982
27506,ladies and gents i present you with miss islam 2015 contenders,0.0485,0,0.9515,image,0.5041,ladies and gents i present you with miss islam 2015 contenders,0.0422,0,0.9578,image,0.872,False,-0.0063,0.006299999999999972
27519,"note to americans: we behead our own so keep on ""tolerating us"" until we take over your country",0.0194,0,0.9806,image,0.5041,"note to americans: we behead our own so keep on ""tolerating us"" until we take over your country",0.0391,0,0.9609,image,0.9491,False,0.019700000000000002,-0.01970000000000005
27548,illegal immigration the cowboy way we'll know them if they try to come back in!,0.0973,0,0.9027,image,0.5041,illegal immigration the cowboy way we'll know them if they try to come back in!,0.2286,0,0.7714,image,0.9369,False,0.1313,-0.13129999999999997
27580,showing off my new tat,0.0438,0,0.9562,image,0.5041,showing off my new tat,0.0277,0,0.9723,image,0.7258,False,-0.0161,0.016100000000000003
27659,when ur too young to know racism but ur happy cause u got a new pet,0.718,1,0.718,image,0.5041,when ur too young to know racism but ur happy cause u got a new pet,0.3951,0,0.6049,image,0.7521,True,-0.32289999999999996,-0.11309999999999998
27861,what i say about the gunman every time there's a mass shooting,0.0329,0,0.9671,image,0.5041,what i say about the gunman every time there's a mass shooting,0.0183,0,0.9817,image,0.8439,False,-0.014599999999999998,0.014600000000000057
27960,oops. broke the dishwasher again,0.0133,0,0.9867,image,0.5041,oops. broke the dishwasher again,0.0414,0,0.9586,image,0.9364,False,0.0281,-0.028100000000000014
27980,when the vegetables are 2 for the price of 1,0.9789,1,0.9789,image,0.5041,when the vegetables are 2 for the price of 1,0.981,1,0.981,text,0.4302,False,0.0020999999999999908,0.0020999999999999908
28196,"the woman you met who admits she's wrong, apologizes and changes her ways",0.0463,0,0.9537,image,0.5041,"the woman you met who admits she's wrong, apologizes and changes her ways",0.0668,0,0.9332,image,0.7944,False,0.020499999999999997,-0.020499999999999963
28396,doesn't wear tampons because she trips over the string,0.9803,1,0.9803,image,0.5041,doesn't wear tampons because she trips over the string,0.9532,1,0.9532,image,0.6762,False,-0.027099999999999902,-0.027099999999999902
28463,your dog's favorite food,0.0028,0,0.9972,image,0.5041,your dog's favorite food,0.0055,0,0.9945,image,0.842,False,0.0026999999999999997,-0.0026999999999999247
28495,spending alot of time with your pets,0.0191,0,0.9809,image,0.5041,spending alot of time with your pets,0.011,0,0.989,image,0.9396,False,-0.0081,0.008099999999999996
28504,we wouldn't change him for the world. but we wish the world would change for him,0.2065,0,0.7935,image,0.5041,we wouldn't change him for the world. but we wish the world would change for him,0.0227,0,0.9773,image,0.7985,False,-0.1838,0.18379999999999996
28534,it's the cowboy way of doin things,0.0075,0,0.9925,image,0.5041,it's the cowboy way of doin things,0.0039,0,0.9961,image,0.9578,False,-0.0036,0.0035999999999999366
28579,michele obama holding a fundraising for studying animal intelligence,0.0125,0,0.9875,image,0.5041,michele obama holding a fundraising for studying animal intelligence,0.1008,0,0.8992,image,0.8591,False,0.0883,-0.08830000000000005
28716,can you smell what the reich is cooking?,0.0257,0,0.9743,image,0.5041,can you smell what the reich is cooking?,0.0208,0,0.9792,image,0.8684,False,-0.004900000000000002,0.004899999999999904
28790,monkeys often pick bugs off each other to snack on,0.0144,0,0.9856,image,0.5041,monkeys often pick bugs off each other to snack on,0.037,0,0.963,image,0.9287,False,0.0226,-0.022600000000000064
28954,"don't like me? i don't care, it's still a beautiful day in my neighborhood",0.0054,0,0.9946,image,0.5041,"don't like me? i don't care, it's still a beautiful day in my neighborhood",0.0128,0,0.9872,image,0.8463,False,0.0074,-0.007400000000000073
29384,they're in a row,0.0028,0,0.9972,image,0.5041,they're in a row,0.0046,0,0.9954,image,0.9414,False,0.0018,-0.0018000000000000238
29406,ahmed? im pregnant!!!,0.8869,1,0.8869,image,0.5041,ahmed? im pregnant!!!,0.982,1,0.982,text,0.4126,False,0.09509999999999996,0.09509999999999996
29408,screw area 51 lets storm cheyenne mountain and get the stargate,0.0023,0,0.9977,image,0.5041,screw area 51 lets storm cheyenne mountain and get the stargate,0.0241,0,0.9759,image,0.9352,False,0.0218,-0.02180000000000004
29467,love is more powerful than any other force in the world,0.0033,0,0.9967,image,0.5041,love is more powerful than any other force in the world,0.0084,0,0.9916,image,0.8578,False,0.0050999999999999995,-0.005099999999999993
29483,the effects of slavery are still felt to this day,0.179,0,0.821,image,0.5041,the effects of slavery are still felt to this day,0.0295,0,0.9705,image,0.7557,False,-0.1495,0.14950000000000008
29547,the evolution of man,0.3414,0,0.6586,image,0.5041,the evolution of man,0.8358,1,0.8358,text,0.4545,True,0.4944,0.17720000000000002
29706,"""one man's trash is another man's treasure"" is a great quote, but it's not the best way to tell your kid he's adopted",0.0024,0,0.9976,image,0.5041,"""one man's trash is another man's treasure"" is a great quote, but it's not the best way to tell your kid he's adopted",0.0081,0,0.9919,image,0.9494,False,0.0057,-0.005700000000000038
29710,don't think this cream is working... maybe this will work?..... nothing's happening,0.6235,1,0.6235,image,0.5041,don't think this cream is working... maybe this will work?..... nothing's happening,0.2606,0,0.7394,image,0.7258,True,-0.36290000000000006,0.11589999999999989
29863,when your parents ask why the gas bill is so high,0.0061,0,0.9939,image,0.5041,when your parents ask why the gas bill is so high,0.0112,0,0.9888,image,0.8341,False,0.0050999999999999995,-0.005099999999999993
30124,relaxing weekend share with 10 more people if you agree,0.0061,0,0.9939,image,0.5041,relaxing weekend share with 10 more people if you agree,0.0213,0,0.9787,image,0.8418,False,0.015199999999999998,-0.015199999999999991
30154,"you should thank me for what i've done, there would have been more of them",0.0388,0,0.9612,image,0.5041,"you should thank me for what i've done, there would have been more of them",0.0698,0,0.9302,image,0.8424,False,0.031,-0.031000000000000028
30571,trump is functionally illiterate and knows almost nothing about american history,0.0993,0,0.9007,image,0.5041,trump is functionally illiterate and knows almost nothing about american history,0.0055,0,0.9945,image,0.9408,False,-0.0938,0.0938000000000001
30576,why don't they eat pussy? too close because it's to the gas chamber,0.9957,1,0.9957,image,0.5041,why don't they eat pussy? too close because it's to the gas chamber,0.997,1,0.997,image,0.5987,False,0.0012999999999999678,0.0012999999999999678
30762,muslim women are fighting for freedom and are ready for its consequences,0.0933,0,0.9067,image,0.5041,muslim women are fighting for freedom and are ready for its consequences,0.1561,0,0.8439,image,0.913,False,0.0628,-0.06279999999999997
30815,the only way to deal with islam,0.0148,0,0.9852,image,0.5041,the only way to deal with islam,0.0193,0,0.9807,image,0.8382,False,0.0045000000000000005,-0.0044999999999999485
30849,when you finger an asian girl,0.9342,1,0.9342,image,0.5041,when you finger an asian girl,0.8791,1,0.8791,text,0.3694,False,-0.05510000000000004,-0.05510000000000004
30864,the lion once again shows why he's the king of the jungle,0.0038,0,0.9962,image,0.5041,the lion once again shows why he's the king of the jungle,0.0084,0,0.9916,image,0.9539,False,0.0046,-0.0045999999999999375
30954,when germans try to dab,0.6051,1,0.6051,image,0.5041,when germans try to dab,0.9203,1,0.9203,image,0.6104,False,0.31520000000000004,0.31520000000000004
31042,when you max out intelligence and put nothing on agility,0.0073,0,0.9927,image,0.5041,when you max out intelligence and put nothing on agility,0.1692,0,0.8308,image,0.9338,False,0.1619,-0.16190000000000004
31057,the i'm not black but my kids will be face,0.398,0,0.602,image,0.5041,the i'm not black but my kids will be face,0.4435,0,0.5565,image,0.7979,False,0.045499999999999985,-0.045499999999999985
31267,shakespeare play the taming of the shrew,0.1497,0,0.8503,image,0.5041,shakespeare play the taming of the shrew,0.0753,0,0.9247,image,0.7827,False,-0.0744,0.07440000000000002
31405,"""they were uneducated false. they all had their masters""",0.051,0,0.949,image,0.5041,"""they were uneducated false. they all had their masters""",0.0481,0,0.9519,image,0.8134,False,-0.0029,0.0029000000000000137
31468,black santa,0.3126,0,0.6874,image,0.5041,black santa,0.8594,1,0.8594,image,0.5893,True,0.5468000000000001,0.17200000000000004
31470,they were mentally ill. i had to cure them,0.0165,0,0.9835,image,0.5041,they were mentally ill. i had to cure them,0.0421,0,0.9579,image,0.9367,False,0.025599999999999998,-0.025600000000000067
31569,why don't they eat pussy? because it's too close to the gas chamber,0.9959,1,0.9959,image,0.5041,why don't they eat pussy? because it's too close to the gas chamber,0.9949,1,0.9949,image,0.7174,False,-0.0010000000000000009,-0.0010000000000000009
31590,when you told her you was going to fuck her till she was stupid,0.2564,0,0.7436,image,0.5041,when you told her you was going to fuck her till she was stupid,0.5026,1,0.5026,image,0.6815,True,0.24620000000000003,-0.241
31627,a fire cracker,0.0047,0,0.9953,image,0.5041,a fire cracker,0.0034,0,0.9966,image,0.9517,False,-0.0013000000000000004,0.0013000000000000789
31760,canadian border jumper detained by american patriot,0.0129,0,0.9871,image,0.5041,canadian border jumper detained by american patriot,0.0177,0,0.9823,image,0.8963,False,0.0048000000000000004,-0.0048000000000000265
31805,what if hitler was the second coming of jesus and he just wanted revenge,0.9868,1,0.9868,image,0.5041,what if hitler was the second coming of jesus and he just wanted revenge,0.233,0,0.767,image,0.9423,True,-0.7538,-0.2198
31875,i went on a date blind date,0.0079,0,0.9921,image,0.5041,i went on a date blind date,0.0139,0,0.9861,image,0.8433,False,0.005999999999999998,-0.006000000000000005
31892,looking ready to drop the hottest hip hop album of 2020,0.0022,0,0.9978,image,0.5041,looking ready to drop the hottest hip hop album of 2020,0.0016,0,0.9984,image,0.9307,False,-0.0006000000000000001,0.0005999999999999339
31894,i had a fight at school and now all my rights are suspended,0.0033,0,0.9967,image,0.5041,i had a fight at school and now all my rights are suspended,0.0152,0,0.9848,image,0.7092,False,0.0119,-0.011900000000000022
31907,"i once went to a halloween party only in my jeans. and everyone was so confused and asked me what it means could you please explain your appearance to us, by chance? i said ""i'm premature ejaculation; i just came in my pants.""",0.2154,0,0.7846,image,0.5041,"i once went to a halloween party only in my jeans. and everyone was so confused and asked me what it means could you please explain your appearance to us, by chance? i said ""i'm premature ejaculation; i just came in my pants.""",0.0357,0,0.9643,image,0.954,False,-0.1797,0.17970000000000008
31920,"if a rabbi got into a fight, how would he defend himself? he would use jew jitsu!",0.6119,1,0.6119,image,0.5041,"if a rabbi got into a fight, how would he defend himself? he would use jew jitsu!",0.2296,0,0.7704,image,0.8164,True,-0.3823,0.15849999999999997
31985,when your dad comes to career day and starts handing out mixtapes,0.0028,0,0.9972,image,0.5041,when your dad comes to career day and starts handing out mixtapes,0.0053,0,0.9947,image,0.8507,False,0.0025,-0.0024999999999999467
32067,did you learn about the crusades in your history class?,0.0023,0,0.9977,image,0.5041,did you learn about the crusades in your history class?,0.0025,0,0.9975,image,0.9565,False,0.0002000000000000001,-0.00019999999999997797
32410,looking for the hoes everyone claims i have,0.0067,0,0.9933,image,0.5041,looking for the hoes everyone claims i have,0.0069,0,0.9931,image,0.9468,False,0.00019999999999999966,-0.00019999999999997797
32451,when she asked for equal rights so i gave her equal left,0.9363,1,0.9363,image,0.5041,when she asked for equal rights so i gave her equal left,0.8726,1,0.8726,image,0.7038,False,-0.06369999999999998,-0.06369999999999998
32560,how black women fight crime,0.0246,0,0.9754,image,0.5041,how black women fight crime,0.3306,0,0.6694,image,0.9088,False,0.306,-0.30600000000000005
32564,a fiery blasts rocks the world trade center after being hit by two planes,0.0037,0,0.9963,image,0.5041,a fiery blasts rocks the world trade center after being hit by two planes,0.0024,0,0.9976,image,0.8998,False,-0.0013000000000000004,0.0013000000000000789
32605,the first annual mohammed-a-thon,0.2663,0,0.7337,image,0.5041,the first annual mohammed-a-thon,0.2354,0,0.7646,image,0.8084,False,-0.030899999999999983,0.030899999999999928
32789,how dark are my memes? well they.,0.9807,1,0.9807,image,0.5041,how dark are my memes? well they.,0.9694,1,0.9694,text,0.4084,False,-0.011299999999999977,-0.011299999999999977
32907,organic vegetable,0.4216,0,0.5784,image,0.5041,organic vegetable,0.1628,0,0.8372,image,0.5965,False,-0.2588,0.25880000000000003
32960,when your dad comes to career day but forgets to bring your happy meal,0.012,0,0.988,image,0.5041,when your dad comes to career day but forgets to bring your happy meal,0.0144,0,0.9856,image,0.7694,False,0.0023999999999999994,-0.0023999999999999577
32965,good friday? more like great friday. amirite?,0.0028,0,0.9972,image,0.5041,good friday? more like great friday. amirite?,0.0043,0,0.9957,image,0.919,False,0.0015,-0.0014999999999999458
34067,international day against violence,0.0027,0,0.9973,image,0.5041,international day against violence,0.0031,0,0.9969,image,0.8687,False,0.00039999999999999975,-0.00039999999999995595
34127,that feeling when you win a fifa game after being 3 goals behind,0.0131,0,0.9869,image,0.5041,that feeling when you win a fifa game after being 3 goals behind,0.0527,0,0.9473,image,0.861,False,0.039599999999999996,-0.03959999999999997
34170,how to spot a criminal,0.3662,0,0.6338,image,0.5041,how to spot a criminal,0.1787,0,0.8213,image,0.7708,False,-0.18750000000000003,0.1875
34215,i hired a clown for my birthday celebration,0.0108,0,0.9892,image,0.5041,i hired a clown for my birthday celebration,0.0435,0,0.9565,image,0.7253,False,0.03269999999999999,-0.03269999999999995
34291,"if they aren't lazy, then why doesn't kfc have a breakfast menu",0.0042,0,0.9958,image,0.5041,"if they aren't lazy, then why doesn't kfc have a breakfast menu",0.0134,0,0.9866,image,0.9288,False,0.0092,-0.009199999999999986
34297,feeling cute. might kill 6 million later...idk,0.0367,0,0.9633,image,0.5041,feeling cute. might kill 6 million later...idk,0.1535,0,0.8465,image,0.7532,False,0.11679999999999999,-0.11680000000000001
34602,error,0.0055,0,0.9945,image,0.5041,error,0.004,0,0.996,image,0.8969,False,-0.0014999999999999996,0.0014999999999999458
34678,i hate it when white people throw gang signs thinking they're black and shit,0.9931,1,0.9931,image,0.5041,i hate it when white people throw gang signs thinking they're black and shit,0.9665,1,0.9665,image,0.5769,False,-0.026599999999999957,-0.026599999999999957
34708,nowadays chicks feel like showing skin is a sign of confidence but in reality its a form of insecurity because they have nothing else to offer other than sexuality,0.1416,0,0.8584,image,0.5041,nowadays chicks feel like showing skin is a sign of confidence but in reality its a form of insecurity because they have nothing else to offer other than sexuality,0.0323,0,0.9677,image,0.8626,False,-0.10930000000000001,0.10929999999999995
34870,spot the difference,0.5841,1,0.5841,image,0.5041,spot the difference,0.4546,0,0.5454,text,0.4199,True,-0.12949999999999995,-0.03869999999999996
34950,this has no place on american soil,0.8816,1,0.8816,image,0.5041,this has no place on american soil,0.9464,1,0.9464,text,0.4908,False,0.06479999999999997,0.06479999999999997
35107,hardworking and practice is path to success in female sport,0.0035,0,0.9965,image,0.5041,hardworking and practice is path to success in female sport,0.0131,0,0.9869,image,0.9517,False,0.009600000000000001,-0.009600000000000053
35146,dey call me wong sum ting wong,0.8397,1,0.8397,image,0.5041,dey call me wong sum ting wong,0.2166,0,0.7834,image,0.7992,True,-0.6231,-0.05630000000000002
35186,i am ready for the interview,0.0022,0,0.9978,image,0.5041,i am ready for the interview,0.0053,0,0.9947,image,0.8813,False,0.0031,-0.0030999999999999917
35198,organic vegetable,0.56,1,0.56,image,0.5041,organic vegetable,0.4039,0,0.5961,image,0.9259,True,-0.15610000000000007,0.03609999999999991
35210,my face when i play hearts of iron 4,0.0427,0,0.9573,image,0.5041,my face when i play hearts of iron 4,0.0155,0,0.9845,image,0.8281,False,-0.027200000000000002,0.027200000000000002
35249,how you look when youre black and you celebrate the 4th of july,0.1089,0,0.8911,image,0.5041,how you look when youre black and you celebrate the 4th of july,0.3698,0,0.6302,image,0.659,False,0.2609,-0.2609
35279,when you convert your dishwasher into a weed eater,0.3322,0,0.6678,image,0.5041,when you convert your dishwasher into a weed eater,0.3133,0,0.6867,image,0.6414,False,-0.018899999999999972,0.018900000000000028
35687,the most terrifying pirate :),0.0034,0,0.9966,image,0.5041,the most terrifying pirate :),0.007,0,0.993,image,0.8907,False,0.0036000000000000003,-0.0036000000000000476
35689,i was there when the bomb exploded,0.0008,0,0.9992,image,0.5041,i was there when the bomb exploded,0.0013,0,0.9987,image,0.9516,False,0.0004999999999999999,-0.0004999999999999449
35796,i hate it when white people throw gang signs thinking they're black and shit,0.996,1,0.996,image,0.5041,i hate it when white people throw gang signs thinking they're black and shit,0.989,1,0.989,text,0.4368,False,-0.007000000000000006,-0.007000000000000006
35870,monkey face monkey attitude,0.9665,1,0.9665,image,0.5041,monkey face monkey attitude,0.9301,1,0.9301,image,0.6156,False,-0.03639999999999999,-0.03639999999999999
36029,stupid neighbours woke me up,0.0481,0,0.9519,image,0.5041,stupid neighbours woke me up,0.0522,0,0.9478,image,0.7518,False,0.004100000000000006,-0.0040999999999999925
36128,today we're making vegetable soup! the most disturbing thing i've seen all day... -flyboy,0.0033,0,0.9967,image,0.5041,today we're making vegetable soup! the most disturbing thing i've seen all day... -flyboy,0.0094,0,0.9906,image,0.9452,False,0.0061,-0.006099999999999994
36184,"what did i do, i am so angry at myself",0.0052,0,0.9948,image,0.5041,"what did i do, i am so angry at myself",0.0081,0,0.9919,image,0.8727,False,0.0029,-0.0029000000000000137
36418,"well, i guess we'll.. beheading home now",0.917,1,0.917,image,0.5041,"well, i guess we'll.. beheading home now",0.9273,1,0.9273,text,0.4681,False,0.010299999999999976,0.010299999999999976
36421,freakin white people... so annoying.,0.0671,0,0.9329,image,0.5041,freakin white people... so annoying.,0.1098,0,0.8902,image,0.6543,False,0.04269999999999999,-0.04269999999999996
36458,anyone else hate how hard these spot the difference pictures are getting?,0.1091,0,0.8909,image,0.5041,anyone else hate how hard these spot the difference pictures are getting?,0.0538,0,0.9462,image,0.8204,False,-0.0553,0.055300000000000016
36521,the face you make when one of those damn apes cancels your show,0.194,0,0.806,image,0.5041,the face you make when one of those damn apes cancels your show,0.9676,1,0.9676,image,0.9348,True,0.7736000000000001,0.16159999999999997
36729,when your little bomber brings home his first girlfriend,0.3836,0,0.6164,image,0.5041,when your little bomber brings home his first girlfriend,0.3564,0,0.6436,image,0.6296,False,-0.027200000000000002,0.027200000000000002
36805,"look at the plane, *was it's your uncle samir",0.9612,1,0.9612,image,0.5041,"look at the plane, *was it's your uncle samir",0.6204,1,0.6204,image,0.6637,False,-0.3408000000000001,-0.3408000000000001
36810,crazy bitches be like.. who the fuck is amber alert?,0.0169,0,0.9831,image,0.5041,crazy bitches be like.. who the fuck is amber alert?,0.4796,0,0.5204,image,0.9226,False,0.4627,-0.4627
36920,i love the poorly educated wish granted,0.002,0,0.998,image,0.5041,i love the poorly educated wish granted,0.0027,0,0.9973,image,0.935,False,0.0007000000000000001,-0.0007000000000000339
37092,mentally retarded teenagers with stuffed animals they made,0.9778,1,0.9778,image,0.5041,mentally retarded teenagers with stuffed animals they made,0.5198,1,0.5198,image,0.7151,False,-0.45799999999999996,-0.45799999999999996
37145,when you finally give in and agree with you'll spend time with her parents,0.0108,0,0.9892,image,0.5041,when you finally give in and agree with you'll spend time with her parents,0.0056,0,0.9944,image,0.8922,False,-0.005200000000000001,0.005199999999999982
